"Protein","Label","log2FC","SE","DF","pvalue","adj.pvalue","issue"
"sp|A0A075B6H7|KV37_HUMAN","SQUAMOUS vs SARCOMATOID",1.98021891650558,1.18481884745977,9.4995552233151,0.12721437314078,0.593394212984893,NA
"sp|A0A075B6H7|KV37_HUMAN","SPINDLE vs SARCOMATOID",0.106951208352795,1.45110080695444,9.4995552233151,0.942775061521296,0.974561228451165,NA
"sp|A0A075B6H7|KV37_HUMAN","SPINDLE vs SQUAMOUS",-1.87326770815278,1.45110080695444,9.4995552233151,0.227258539073893,0.770620433450805,NA
"sp|A0A075B6P5|KV228_HUMAN","SQUAMOUS vs SARCOMATOID",0.256941235701448,0.679720873022299,27.8347858765038,0.708290696889452,0.941983218334871,NA
"sp|A0A075B6P5|KV228_HUMAN","SPINDLE vs SARCOMATOID",-0.539817275409137,0.613815704384407,27.8496448845999,0.38668556607637,0.760992888562264,NA
"sp|A0A075B6P5|KV228_HUMAN","SPINDLE vs SQUAMOUS",-0.796758511110585,0.654497716305009,27.8567669031907,0.233680224738677,0.779691601215896,NA
"sp|A0A087WSY6|KVD15_HUMAN","SQUAMOUS vs SARCOMATOID",1.21020514001865,0.478373367863837,57.6807211148829,0.0141660494048921,0.296857435306962,NA
"sp|A0A087WSY6|KVD15_HUMAN","SPINDLE vs SARCOMATOID",-0.768132203423994,0.443294879246568,61.5747565601491,0.0881410182766762,0.438842957194437,NA
"sp|A0A087WSY6|KVD15_HUMAN","SPINDLE vs SQUAMOUS",-1.97833734344264,0.455597705374098,61.6533583569661,5.3450401931581e-05,0.0126721994579457,NA
"sp|A0A0A0MT36|KVD21_HUMAN","SQUAMOUS vs SARCOMATOID",-Inf,NA,NA,NA,NA,"oneConditionMissing"
"sp|A0A0A0MT36|KVD21_HUMAN","SPINDLE vs SARCOMATOID",0.401982288482393,1.66442844751265,9.4995552233151,0.814289950477466,0.948333768287481,NA
"sp|A0A0A0MT36|KVD21_HUMAN","SPINDLE vs SQUAMOUS",Inf,NA,NA,NA,NA,"oneConditionMissing"
"sp|A0A0B4J1V0|HV315_HUMAN","SQUAMOUS vs SARCOMATOID",0.517407529641229,0.448572499950521,33.6380564780857,0.256854542561141,0.728966686729418,NA
"sp|A0A0B4J1V0|HV315_HUMAN","SPINDLE vs SARCOMATOID",-0.31964721026328,0.394913513617622,34.5843064316346,0.423812976169139,0.781489959808389,NA
"sp|A0A0B4J1V0|HV315_HUMAN","SPINDLE vs SQUAMOUS",-0.837054739904509,0.417431627861251,34.4918693815327,0.0528334468913059,0.521969345835545,NA
"sp|A0A0B4J1X5|HV374_HUMAN","SQUAMOUS vs SARCOMATOID",0.043394618020794,0.395876448717474,33.6656165638474,0.913364288304841,0.991030839569626,NA
"sp|A0A0B4J1X5|HV374_HUMAN","SPINDLE vs SARCOMATOID",0.19188273703416,0.352802702353998,34.1156193786378,0.590060267262483,0.864042168842915,NA
"sp|A0A0B4J1X5|HV374_HUMAN","SPINDLE vs SQUAMOUS",0.148488119013366,0.389132074917708,34.1846024366931,0.705128683110732,0.972886083147445,NA
"sp|A0A0C4DH29|HV103_HUMAN","SQUAMOUS vs SARCOMATOID",-0.458412832901842,0.485558275055595,17.4995569281273,0.357974774666886,0.799226821174625,NA
"sp|A0A0C4DH29|HV103_HUMAN","SPINDLE vs SARCOMATOID",-0.607868849004581,0.469254690315989,17.6200278354142,0.211900248751519,0.603672737670561,NA
"sp|A0A0C4DH29|HV103_HUMAN","SPINDLE vs SQUAMOUS",-0.149456016102739,0.469254690315989,17.6200278353645,0.753852540317219,0.986425693667747,NA
"sp|A0A0C4DH34|HV428_HUMAN","SQUAMOUS vs SARCOMATOID",0.223897102902201,0.454159643873315,33.5751258467986,0.625227196581076,0.917427857098814,NA
"sp|A0A0C4DH34|HV428_HUMAN","SPINDLE vs SARCOMATOID",0.306705453541505,0.44128588507998,34.6227761128471,0.491677084511518,0.815048766852679,NA
"sp|A0A0C4DH34|HV428_HUMAN","SPINDLE vs SQUAMOUS",0.0828083506393037,0.46032706378991,34.8052800070327,0.858281992449968,0.987493476758699,NA
"sp|A0A0C4DH38|HV551_HUMAN","SQUAMOUS vs SARCOMATOID",0.280762674327449,0.371790627565255,17.6554516275832,0.460107128838213,0.850563514234821,NA
